fichero,url,delta_sg,calificacion
20250412_28025828_IES FELIPE II_url_web_NTP.json,http://www.educa.madrid.org/ies.felipesegundo.madrid,7200.521278,9.83
20250412_28026031_IES VICENTE ALEIXANDRE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.vicentealeixand.pinto/,7198.666971,9.56
20250412_28026031_IES VICENTE ALEIXANDRE_url_web_NTP.json,http://www.educa.madrid.org/ies.vicentealeixand.pinto,7207.801926,7.4
20250412_28026092_IES LOS CASTILLOS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.loscastillos.alcorcon/,7198.717747,9.57
20250412_28026092_IES LOS CASTILLOS_url_web_NTP.json,http://www.educa.madrid.org/ies.loscastillos.alcorcon,7199.772923,9.92
20250412_28028301_IES ARQUITECTO PEDRO GUMIEL_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.arquitectopedro.alcala/,7198.682002,9.56
20250412_28028301_IES ARQUITECTO PEDRO GUMIEL_url_web_NTP.json,http://www.educa.madrid.org/ies.arquitectopedro.alcala,7200.255973,9.91
20250412_28028350_IES MARIA MOLINER_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mariamoliner.coslada/,7198.75936,9.59
20250412_28028350_IES MARIA MOLINER_url_web_NTP.json,http://www.educa.madrid.org/ies.mariamoliner.coslada,7200.245958,9.92
20250412_28028374_IES DIONISIO AGUADO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.dionisioaguado.fuenlabrada/,7199.256125,9.75
20250412_28028374_IES DIONISIO AGUADO_url_web_NTP.json,http://www.educa.madrid.org/ies.dionisioaguado.fuenlabrada,7199.912483,9.97
20250412_28028404_IES BUTARQUE_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.butarque.leganes/,7199.545687,9.85
20250412_28028404_IES BUTARQUE_url_web_NTP.json,http://www.educa.madrid.org/ies.butarque.leganes,7207.500589,7.5
20250412_28028428_IES AVENIDA DE LOS TOREROS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.avenidadelostor.madrid/,7198.818945,9.61
20250412_28028428_IES AVENIDA DE LOS TOREROS_url_web_NTP.json,http://www.educa.madrid.org/ies.avenidadelostor.madrid,7199.992952,10.0
20250412_28028431_IES MARIANO JOSE DE LARRA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.larra.madrid/,7199.440207,9.81
20250412_28028431_IES MARIANO JOSE DE LARRA_url_web_NTP.json,http://www.educa.madrid.org/ies.larra.madrid,7200.246743,9.92
20250412_28028453_IES LA ESTRELLA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.laestrella.madrid/,7198.922174,9.64
20250412_28028453_IES LA ESTRELLA_url_web_NTP.json,http://www.educa.madrid.org/ies.laestrella.madrid,7199.803461,9.93
20250412_28028465_IES SAN JUAN BAUTISTA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sanjuanbautista.madrid/,7198.694833,9.56
20250412_28028465_IES SAN JUAN BAUTISTA_url_web_NTP.json,http://www.educa.madrid.org/ies.sanjuanbautista.madrid,7199.418885,9.81
20250412_28028477_IES JAIME VERA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.jaimevera.madrid/,7198.737417,9.58
20250412_28028477_IES JAIME VERA_url_web_NTP.json,http://www.educa.madrid.org/ies.jaimevera.madrid,7199.255754,9.75
20250412_28028568_IES MANUEL DE FALLA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.manueldefalla.mostoles/,7198.878491,9.63
20250412_28028568_IES MANUEL DE FALLA_url_web_NTP.json,http://www.educa.madrid.org/ies.manueldefalla.mostoles,7198.872446,9.62
20250412_28028571_IES LAS ROZAS I_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.uno.lasrozas/,7199.632498,9.88
20250412_28028571_IES LAS ROZAS I_url_web_NTP.json,http://www.educa.madrid.org/ies.uno.lasrozas,7199.659526,9.89
20250412_28028611_IES GONZALO TORRENTE BALLESTER_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.torrenteballest.sansebastian/,7198.883645,9.63
20250412_28028611_IES GONZALO TORRENTE BALLESTER_url_web_NTP.json,http://www.educa.madrid.org/ies.torrenteballest.sansebastian,7200.944002,9.69
20250412_28028672_IES RAMIRO DE MAEZTU_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ramirodemaeztu.madrid/,7199.331637,9.78
20250412_28028672_IES RAMIRO DE MAEZTU_url_web_NTP.json,http://www.educa.madrid.org/ies.ramirodemaeztu.madrid,7199.237927,9.75
20250412_28028684_IES JUAN DE HERRERA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juandeherrera.sanlorenzo/,7199.421713,9.81
20250412_28028684_IES JUAN DE HERRERA_url_web_NTP.json,http://www.educa.madrid.org/ies.juandeherrera.sanlorenzo,7199.812625,9.94
20250412_28030137_IES FORTUNY_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.fortuny.madrid/,7198.859334,9.62
20250412_28030137_IES FORTUNY_url_web_NTP.json,http://www.educa.madrid.org/ies.fortuny.madrid,7199.673685,9.89
20250412_28030149_IES CIUDAD DE LOS POETAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.ciudaddelospoetas.madrid/,7198.702501,9.57
20250412_28030149_IES CIUDAD DE LOS POETAS_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudaddelospoetas.madrid,7198.452605,9.48
20250412_28030150_IES RAMON Y CAJAL_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.ramonycajal.madrid/,7199.310756,9.77
20250412_28030150_IES RAMON Y CAJAL_url_web_NTP.json,http://www.educa.madrid.org/ies.ramonycajal.madrid,7199.150176,9.72
20250412_28030162_IES MIGUEL DELIBES_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.delibes.madrid/,7199.387252,9.8
20250412_28030162_IES MIGUEL DELIBES_url_web_NTP.json,http://www.educa.madrid.org/ies.delibes.madrid,7199.817176,9.94
20250412_28030174_IES CELESTINO MUTIS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.celestinomutis.madrid/,7198.690843,9.56
20250412_28030174_IES CELESTINO MUTIS_url_web_NTP.json,http://www.educa.madrid.org/ies.celestinomutis.madrid,7199.768048,9.92
20250412_28030186_IES DAMASO ALONSO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.damasoalonso.madrid/,7199.288093,9.76
20250412_28030186_IES DAMASO ALONSO_url_web_NTP.json,http://www.educa.madrid.org/ies.damasoalonso.madrid,7199.080205,9.69
20250412_28030216_IES HUMANEJOS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.humanejos.parla/,7198.795239,9.6
20250412_28030216_IES HUMANEJOS_url_web_NTP.json,https://www.ieshumanejos.com,7202.250988,9.25
20250412_28030228_IES LEON FELIPE_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.leonfelipe.torrejondeardoz/,7198.841832,9.61
20250412_28030228_IES LEON FELIPE_url_web_NTP.json,http://www.educa.madrid.org/ies.leonfelipe.torrejondeardoz,7200.298779,9.9
20250412_28030241_IES PRADO DE SANTO DOMINGO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.pradodesantodomingo.alcorcon/,7199.444841,9.81
20250412_28030241_IES PRADO DE SANTO DOMINGO_url_web_NTP.json,http://www.educa.madrid.org/ies.pradodesantodomingo.alcorcon,7200.360599,9.88
20250412_28030575_IES ARTURO SORIA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.arturosoria.madrid/,7198.830734,9.61
20250412_28030575_IES ARTURO SORIA_url_web_NTP.json,http://www.educa.madrid.org/ies.arturosoria.madrid,7199.076962,9.69
20250412_28030903_IES MATEO ALEMAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.mateoaleman.alcala/,7198.883676,9.63
20250412_28030903_IES MATEO ALEMAN_url_web_NTP.json,http://www.educa.madrid.org/ies.mateoaleman.alcala,7200.140883,9.95
20250412_28030915_IES GALILEO GALILEI_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.galileogalilei.alcorcon/,7198.777444,9.59
20250412_28030915_IES GALILEO GALILEI_url_web_NTP.json,http://www.educa.madrid.org/ies.galileogalilei.alcorcon,7198.423486,9.47
20250412_28030927_IES BLAS DE OTERO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.blasdeotero.madrid/,7199.538083,9.85
20250412_28030927_IES BLAS DE OTERO_url_web_NTP.json,http://www.educa.madrid.org/ies.blasdeotero.madrid,7200.430227,9.86
20250412_28030939_IES SAN MATEO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.sanmateo.madrid/,7199.44287,9.81
20250412_28030939_IES SAN MATEO_url_web_NTP.json,http://www.educa.madrid.org/ies.sanmateo.madrid,7212.094882,5.97
20250412_28030952_IES MARIANA PINEDA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.marianapineda.madrid/,7198.847306,9.62
20250412_28030952_IES MARIANA PINEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.marianapineda.madrid,7199.912224,9.97
20250412_28030964_IES VALLECAS-MAGERIT_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.magerit.madrid/,7199.451497,9.82
20250412_28030964_IES VALLECAS-MAGERIT_url_web_NTP.json,https://www.vmagerit.com,7200.179629,9.94
20250412_28030976_IES LAS MUSAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.lasmusas.madrid/,7199.516204,9.84
20250412_28030976_IES LAS MUSAS_url_web_NTP.json,http://www.educa.madrid.org/ies.lasmusas.madrid,7199.767189,9.92
20250412_28031002_IES LEONARDO DA VINCI_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.leonardodavinci.madrid/,7199.0399,9.68
20250412_28031002_IES LEONARDO DA VINCI_url_web_NTP.json,http://www.educa.madrid.org/ies.leonardodavinci.madrid,7200.012684,10.0
20250412_28031014_IES MORATALAZ_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.moratalaz.madrid/,7199.184601,9.73
20250412_28031014_IES MORATALAZ_url_web_NTP.json,http://www.educa.madrid.org/ies.moratalaz.madrid,7199.515803,9.84
20250412_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.hosteleria.madrid/,7199.520117,9.84
20250412_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_web_NTP.json,http://www.educa.madrid.org/ies.hosteleria.madrid,7199.756766,9.92
20250412_28032471_IES ARQUITECTO PERIDIS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.arquitectoperid.leganes/,7199.158071,9.72
20250412_28032471_IES ARQUITECTO PERIDIS_url_web_NTP.json,http://www.educa.madrid.org/ies.arquitectoperid.leganes,7206.99669,7.67
20250412_28032481_IES CIUDAD DE JAEN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ciudaddejaen.madrid/,7198.742117,9.58
20250412_28032481_IES CIUDAD DE JAEN_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudaddejaen.madrid,7199.722392,9.91
20250412_28032501_IES LEONARDO DA VINCI_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.leonardodavinci.majadahonda/,7199.212649,9.74
20250412_28032501_IES LEONARDO DA VINCI_url_web_NTP.json,http://www.educa.madrid.org/ies.leonardodavinci.majadahonda,7200.184177,9.94
20250412_28032559_IES ENRIQUE TIERNO GALVAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,7199.137632,9.71
20250412_28032559_IES ENRIQUE TIERNO GALVAN_url_web_NTP.json,http://www.educa.madrid.org/ies.tiernogalvan.parla,7200.354486,9.88
20250412_28033527_IES PRINCIPE FELIPE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.principefelipe.madrid/,7199.479979,9.83
20250412_28033539_IES ALAMEDA DE OSUNA_url_aula_NTP.json,https://www.educa2.madrid.org/web/centro.ies.alamedadeosuna.madrid/aula-virtual,7198.295696,9.43
20250412_28033539_IES ALAMEDA DE OSUNA_url_web_NTP.json,http://www.educa.madrid.org/ies.alamedadeosuna.madrid,7209.012651,7.0
20250412_28033552_IES MANUELA MALASAÑA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.malasana.mostoles/,7199.54193,9.85
20250412_28033552_IES MANUELA MALASAÑA_url_web_NTP.json,http://www.educa.madrid.org/ies.malasana.mostoles,7200.693977,9.77
20250412_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.jovellanos.fuenlabrada/,7198.774073,9.59
20250412_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_web_NTP.json,http://www.educa.madrid.org/ies.jovellanos.fuenlabrada,7199.928297,9.98
20250412_28034441_IES SAN ISIDORO DE SEVILLA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.sanisidoro.madrid/,7199.020337,9.67
20250412_28034441_IES SAN ISIDORO DE SEVILLA_url_web_NTP.json,http://www.educa.madrid.org/ies.sanisidoro.madrid,7200.310967,9.9
20250412_28034507_IES JORGE GUILLEN_url_web_NTP.json,http://www.educa.madrid.org/ies.jorgeguillen.alcorcon,7199.574422,9.86
20250412_28035305_IES ALONSO QUIJANO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.alonsoquijano.alcala/,7199.431443,9.81
20250412_28035305_IES ALONSO QUIJANO_url_web_NTP.json,http://www.educa.madrid.org/ies.alonsoquijano.alcala,7200.309005,9.9
20250412_28035317_IES JOSE LUIS SAMPEDRO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.sampedro.trescantos/,7199.172385,9.72
20250412_28035317_IES JOSE LUIS SAMPEDRO_url_web_NTP.json,http://www.educa.madrid.org/ies.sampedro.trescantos,7200.916853,9.69
20250412_28035330_IES JUAN DE VILLANUEVA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juandevillanuev.madrid/,7199.019044,9.67
20250412_28035330_IES JUAN DE VILLANUEVA_url_web_NTP.json,http://www.educa.madrid.org/ies.juandevillanuev.madrid,7207.66457,7.45
20250412_28035342_IES LA DEHESILLA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.ladehesilla.cercedilla/,7198.758446,9.59
20250412_28035342_IES LA DEHESILLA_url_web_NTP.json,http://www.educa.madrid.org/ies.ladehesilla.cercedilla,7209.473733,6.84
20250412_28036978_IES LA ARBOLEDA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.laarboleda.alcorcon/,7199.168219,9.72
20250412_28036978_IES LA ARBOLEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.laarboleda.alcorcon,7200.102347,9.97
20250412_28036981_IES LA POVEDA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.lapoveda.arganda/,7199.433999,9.81
20250412_28036981_IES LA POVEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.lapoveda.arganda,7200.373728,9.88
20250412_28036991_IES ANGEL CORELLA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.angelcorella.colmenarviejo/,7199.436775,9.81
20250412_28036991_IES ANGEL CORELLA_url_web_NTP.json,http://www.educa.madrid.org/ies.angelcorella.colmenarviejo,7200.723752,9.76
20250412_28037004_IES ENRIQUE TIERNO GALVAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,7199.224982,9.74
20250412_28037004_IES ENRIQUE TIERNO GALVAN_url_web_NTP.json,http://www.educa.madrid.org/ies.tiernogalvan.leganes,7200.699514,9.77
20250412_28037016_IES CIUDAD DE LOS ÁNGELES_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ciudaddelosangeles.madrid/,7199.038495,9.68
20250412_28037016_IES CIUDAD DE LOS ÁNGELES_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudaddelosangeles.madrid,7200.504213,9.83
20250412_28037028_IES ROSA CHACEL_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.rosachacel.madrid/,7199.243763,9.75
20250412_28037028_IES ROSA CHACEL_url_web_NTP.json,http://www.educa.madrid.org/ies.rosachacel.madrid,7200.719289,9.76
20250412_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.antoniodomingue.madrid/,7199.069166,9.69
20250412_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_web_NTP.json,http://www.educa.madrid.org/ies.antoniodomingue.madrid,7200.457284,9.85
20250412_28037041_IES JOAQUÍN RODRIGO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.joaquinrodrigo.madrid/,7199.420067,9.81
20250412_28037041_IES JOAQUÍN RODRIGO_url_web_NTP.json,http://www.educa.madrid.org/ies.joaquinrodrigo.madrid,7199.923114,9.97
20250412_28037053_IES PRADOLONGO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.pradolongo.madrid/,7199.346187,9.78
20250412_28037053_IES PRADOLONGO_url_web_NTP.json,http://www.educa.madrid.org/ies.pradolongo.madrid,7199.881862,9.96
20250412_28037065_IES REY FERNANDO VI_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.reyfernando.sanfernando/,7199.224364,9.74
20250412_28037065_IES REY FERNANDO VI_url_web_NTP.json,http://www.educa.madrid.org/ies.reyfernando.sanfernando,7199.792806,9.93
20250412_28037077_IES VICTORIA KENT_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.victoriakent.torrejondeardoz/,7199.666,9.89
20250412_28037077_IES VICTORIA KENT_url_web_NTP.json,http://www.educa.madrid.org/ies.victoriakent.torrejondeardoz,7199.720882,9.91
20250412_28037089_IES DIEGO VELAZQUEZ_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.velazquez.torrelodones/,7199.388308,9.8
20250412_28037089_IES DIEGO VELAZQUEZ_url_web_NTP.json,https://www.educa2.madrid.org/web/diego-velazquez,7198.841972,9.61
20250412_28038070_IES VIRGEN DE LA PAZ_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.lapaz.alcobendas/,7199.154455,9.72
20250412_28038070_IES VIRGEN DE LA PAZ_url_web_NTP.json,http://www.educa.madrid.org/ies.lapaz.alcobendas,7207.793186,7.4
20250412_28038100_IES LUIS BUÑUEL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.luisbunuel.alcorcon/,7199.495869,9.83
20250412_28038100_IES LUIS BUÑUEL_url_web_NTP.json,http://www.educa.madrid.org/ies.luisbunuel.alcorcon,7200.633703,9.79
20250412_28038151_IES RAFAEL ALBERTI_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.alberti.coslada/,7198.733544,9.58
20250412_28038151_IES RAFAEL ALBERTI_url_web_NTP.json,http://www.educa.madrid.org/ies.alberti.coslada,7200.000602,10.0
20250412_28038215_IES CARPE DIEM_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.carpediem.fuenlabrada/,7198.747966,9.58
20250412_28038215_IES CARPE DIEM_url_web_NTP.json,http://www.educa.madrid.org/ies.carpediem.getafe,7200.019215,9.99
20250412_28038227_IES CLARA CAMPOAMOR_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.claracampoamor.mostoles/,7199.232211,9.74
20250412_28038227_IES CLARA CAMPOAMOR_url_web_NTP.json,http://www.educa.madrid.org/ies.claracampoamor.getafe,7199.522332,9.84
20250412_28038291_IES SALVADOR DALI_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.salvadordali.leganes/,7198.798483,9.6
20250412_28038291_IES SALVADOR DALI_url_web_NTP.json,http://www.educa.madrid.org/ies.salvadordali.leganes,7200.048109,9.98
20250412_28038306_IES SIGLO XXI_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sigloveintiuno.leganes/,7198.848698,9.62
20250412_28038306_IES SIGLO XXI_url_web_NTP.json,http://www.educa.madrid.org/ies.sigloveintiuno.leganes,7200.203411,9.93
20250412_28038355_IES MIRASIERRA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mirasierra.madrid/,7199.394338,9.8
20250412_28038355_IES MIRASIERRA_url_web_NTP.json,http://www.educa.madrid.org/ies.mirasierra.madrid,7200.26747,9.91
20250412_28038367_IES FRANCISCO TOMAS Y VALIENTE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.tomasyvaliente.madrid/,7199.791107,9.93
20250412_28038367_IES FRANCISCO TOMAS Y VALIENTE_url_web_NTP.json,http://www.educa.madrid.org/ies.tomasyvaliente.madrid,7200.033722,9.99
20250412_28038379_IES ISLAS FILIPINAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.islasfilipinas.madrid/,7199.000904,9.67
20250412_28038379_IES ISLAS FILIPINAS_url_web_NTP.json,http://www.educa.madrid.org/ies.islasfilipinas.madrid,7199.295487,9.77
20250412_28038422_IES LUIS BUÑUEL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.luisbunuel.mostoles/,7199.125437,9.71
20250412_28038422_IES LUIS BUÑUEL_url_web_NTP.json,http://www.educa.madrid.org/ies.luisbunuel.mostoles,7199.452766,9.82
20250412_28038446_IES NARCIS MONTURIOL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.narcismonturiol.parla/,7199.604624,9.87
20250412_28038446_IES NARCIS MONTURIOL_url_web_NTP.json,http://www.educa.madrid.org/ies.narcismonturiol.parla,7198.529752,9.51
20250412_28038616_IES JAIME FERRAN CLUA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.jaimeferran.sanfernando/,7199.493396,9.83
20250412_28038616_IES JAIME FERRAN CLUA_url_web_NTP.json,http://www.educa.madrid.org/ies.jaimeferran.sanfernando,7199.759501,9.92
20250412_28038801_IES MARIA DE MOLINA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mariademolina.madrid/,7199.467267,9.82
20250412_28038801_IES MARIA DE MOLINA_url_web_NTP.json,http://www.educa.madrid.org/ies.mariademolina.madrid,7200.610447,9.8
20250412_28038811_IES ANTONIO MACHADO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.machado.alcala/,7198.818991,9.61
