fichero,url,dias_restantes,emisor,algoritmo_firma,algoritmo_clave,longitud_clave,calidad,calificacion
20250516_28038823_IES ISAAC NEWTON_url_web_Certificado.json,www.educa.madrid.org/ies.newton.madrid,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038835_IES ISIDRA DE GUZMÁN_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.isidradeguzman.alcala/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038835_IES ISIDRA DE GUZMÁN_url_web_Certificado.json,www.educa.madrid.org/ies.isidradeguzman.alcala,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038847_IES SEVERO OCHOA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.severoochoa.alcobendas/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038847_IES SEVERO OCHOA_url_web_Certificado.json,www.educa.madrid.org/ies.severoochoa.alcobendas,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038859_IES PARQUE DE LISBOA_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.parquelisboa.alcorcon/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038859_IES PARQUE DE LISBOA_url_web_Certificado.json,www.educa.madrid.org/ies.parquelisboa.alcorcon,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038860_IES LA SERNA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.laserna.fuenlabrada/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038860_IES LA SERNA_url_web_Certificado.json,www.educa.madrid.org/ies.laserna.fuenlabrada,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038872_IES LA FORTUNA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.lafortuna.leganes/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038872_IES LA FORTUNA_url_web_Certificado.json,www.educa.madrid.org/ies.lafortuna.leganes,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038884_IES CLARA CAMPOAMOR_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.claracampoamor.mostoles/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038884_IES CLARA CAMPOAMOR_url_web_Certificado.json,www.educa.madrid.org/ies.claracampoamor.mostoles,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038896_IES VELAZQUEZ_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.velazquez.mostoles/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038896_IES VELAZQUEZ_url_web_Certificado.json,www.educa.madrid.org/ies.velazquez.mostoles,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038902_IES MANUEL ELKIN PATARROYO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.manuelelkinpatarroyo.parla/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038902_IES MANUEL ELKIN PATARROYO_url_web_Certificado.json,www.educa.madrid.org/ies.manuelelkinpatarroyo.parla,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038914_IES CAMILO JOSE CELA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.camilojosecela.pozuelodealarcon/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038914_IES CAMILO JOSE CELA_url_web_Certificado.json,www.educa.madrid.org/ies.camilojosecela.pozuelodealarcon,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038926_IES VILLA DE VALDEMORO_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.villadevaldemoro.valdemoro/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28038926_IES VILLA DE VALDEMORO_url_web_Certificado.json,www.educa.madrid.org/ies.villadevaldemoro.valdemoro,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039037_IES ALPAJES_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.alpajes.aranjuez/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039037_IES ALPAJES_url_web_Certificado.json,www.educa.madrid.org/ies.alpajes.aranjuez,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039128_IES MARIA DE ZAYAS Y SOTOMAYOR_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.mariadezayas.majadahonda/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039128_IES MARIA DE ZAYAS Y SOTOMAYOR_url_web_Certificado.json,www.educa.madrid.org/ies.mariadezayas.majadahonda,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039670_IES CARDENAL CISNEROS_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.cardenalcisnero.alcala/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039670_IES CARDENAL CISNEROS_url_web_Certificado.json,www.educa.madrid.org/ies.cardenalcisnero.alcala,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039682_IES ALKALA-NAHAR_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.alkalanahar.alcala/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039682_IES ALKALA-NAHAR_url_web_Certificado.json,www.educa.madrid.org/ies.alkalanahar.alcala,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039694_IES IGNACIO ELLACURIA_url_aula_Certificado.json,aulavirtual37.educa.madrid.org/ies.ignacioellacuria.alcorcon/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039694_IES IGNACIO ELLACURIA_url_web_Certificado.json,www.educa.madrid.org/ies.ignacioellacuria.alcorcon,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039700_IES JOSEFINA ALDECOA_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.josefinaaldecoa.alcorcon/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039700_IES JOSEFINA ALDECOA_url_web_Certificado.json,www.educa.madrid.org/ies.josefinaaldecoa.alcorcon,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039724_IES GRANDE COVIAN_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.grandecovian.arganda/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039724_IES GRANDE COVIAN_url_web_Certificado.json,www.educa.madrid.org/ies.grandecovian.arganda,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039751_IES LA CAÑADA (CEPA COSLADA)_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/cepa.coslada/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039751_IES LA CAÑADA (CEPA COSLADA)_url_web_Certificado.json,www.educa2.madrid.org/web/centro.cepa.coslada/inicio,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039797_IES JULIO CARO BAROJA_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.carobaroja.fuenlabrada/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039797_IES JULIO CARO BAROJA_url_web_Certificado.json,www.educa.madrid.org/ies.carobaroja.fuenlabrada,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039803_IES SALVADOR ALLENDE_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.salvadorallende.fuenlabrada/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039803_IES SALVADOR ALLENDE_url_web_Certificado.json,www.educa.madrid.org/ies.salvadorallende.fuenlabrada,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039827_IES LAGUNA DE JOATZEL_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.lagunadejoatzel.getafe/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039827_IES LAGUNA DE JOATZEL_url_web_Certificado.json,www.educa.madrid.org/ies.lagunadejoatzel.getafe,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039839_IES ISAAC ALBENIZ_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.albeniz.leganes,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039839_IES ISAAC ALBENIZ_url_web_Certificado.json,www.educa.madrid.org/ies.albeniz.leganes,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039840_IES MARQUES DE SUANZES_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.marquesdesuanzes.madrid,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039840_IES MARQUES DE SUANZES_url_web_Certificado.json,www.educa.madrid.org/ies.marquesdesuanzes.madrid,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039852_IES PEREZ GALDOS_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.perezgaldos.madrid/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039852_IES PEREZ GALDOS_url_web_Certificado.json,www.educa.madrid.org/ies.perezgaldos.madrid,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039864_IES JULIO VERNE_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.julioverne.leganes/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039864_IES JULIO VERNE_url_web_Certificado.json,www.educa.madrid.org/ies.julioverne.leganes,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039876_IES SALVADOR DALÍ_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.salvadordali.madrid/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039876_IES SALVADOR DALÍ_url_web_Certificado.json,www.educa.madrid.org/ies.salvadordali.madrid,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039888_IES GABRIEL GARCIA MARQUEZ_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.garciamarquez.madrid/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039888_IES GABRIEL GARCIA MARQUEZ_url_web_Certificado.json,www.educa.madrid.org/ies.garciamarquez.madrid,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039891_IES VILLABLANCA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.villablanca.madrid/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039891_IES VILLABLANCA_url_web_Certificado.json,www.educa.madrid.org/ies.villablanca.madrid,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039943_IES CARLOS BOUSOÑO_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.carlosbousono.majadahonda/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039943_IES CARLOS BOUSOÑO_url_web_Certificado.json,www.educa.madrid.org/ies.carlosbousono.majadahonda,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039992_IES LOS ROSALES_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.losrosales.mostoles/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28039992_IES LOS ROSALES_url_web_Certificado.json,www.educa2.madrid.org/web/centro.ies.losrosales.mostoles,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040003_IES BENJAMIN RUA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.benjaminrua.mostoles/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040003_IES BENJAMIN RUA_url_web_Certificado.json,www.educa.madrid.org/ies.benjaminrua.mostoles,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040027_IES LUIS DE GONGORA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.gongora.torrejondeardoz/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040027_IES LUIS DE GONGORA_url_web_Certificado.json,www.educa.madrid.org/ies.gongora.torrejondeardoz,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040611_IES AL-SATT_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.alsatt.algete/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040611_IES AL-SATT_url_web_Certificado.json,www.educa.madrid.org/ies.alsatt.algete,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040660_IES ALDEBARAN_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.aldebaran.alcobendas/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040660_IES ALDEBARAN_url_web_Certificado.json,www.educa.madrid.org/ies.aldebaran.alcobendas,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040672_IES GUSTAVO ADOLFO BECQUER_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.becquer.algete/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040672_IES GUSTAVO ADOLFO BECQUER_url_web_Certificado.json,www.educa.madrid.org/ies.becquer.algete,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040684_IES CARPE DIEM_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.carpediem.chinchon/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040684_IES CARPE DIEM_url_web_Certificado.json,www.educa.madrid.org/ies.carpediem.chinchon,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040696_IES JOSÉ HIERRO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.josehierro.getafe/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040696_IES JOSÉ HIERRO_url_web_Certificado.json,www.educa.madrid.org/ies.josehierro.getafe,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040702_IES LEON FELIPE_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.leonfelipe.getafe/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040702_IES LEON FELIPE_url_web_Certificado.json,www.educa.madrid.org/ies.leonfelipe.getafe,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040714_IES DE GUADARRAMA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.guadarrama/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040714_IES DE GUADARRAMA_url_web_Certificado.json,www.educa.madrid.org/ies.guadarrama,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040726_IES JUAN DE MAIRENA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.juandemairena.sansebastian/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040726_IES JUAN DE MAIRENA_url_web_Certificado.json,www.educa2.madrid.org/web/centro.ies.juandemairena.sansebastian,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040738_IES SAN NICASIO_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.sannicasio.leganes,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040738_IES SAN NICASIO_url_web_Certificado.json,www.educa.madrid.org/ies.sannicasio.leganes,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040741_IES ITURRALDE_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.iturralde.madrid/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040741_IES ITURRALDE_url_web_Certificado.json,www.educa.madrid.org/ies.iturralde.madrid,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040751_IES VILLA DE VALLECAS_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.villadevallecas.madrid/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040751_IES VILLA DE VALLECAS_url_web_Certificado.json,www.educa.madrid.org/ies.villadevallecas.madrid,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040775_IES SAN JUAN DE LA CRUZ_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.sanjuandelacruz.pozuelodealarcon/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040775_IES SAN JUAN DE LA CRUZ_url_web_Certificado.json,www.educa.madrid.org/ies.sanjuandelacruz.pozuelodealarcon,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040787_IES EL BURGO-IGNACIO ECHEVERRÍA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.burgoiecheverria.lasrozas/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040787_IES EL BURGO-IGNACIO ECHEVERRÍA_url_web_Certificado.json,www.educa.madrid.org/ies.burgoiecheverria.lasrozas,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040799_IES JULIO PALACIOS_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.juliopalacios.sansebastian/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28040799_IES JULIO PALACIOS_url_web_Certificado.json,www.educa.madrid.org/ies.juliopalacios.sansebastian,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041354_IES AGORA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.agora.alcobendas/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041354_IES AGORA_url_web_Certificado.json,www.educa.madrid.org/ies.agora.alcobendas,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041366_IES EL PINAR_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.elpinar.alcorcon/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041366_IES EL PINAR_url_web_Certificado.json,www.educa.madrid.org/ies.elpinar.alcorcon,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041378_IES PROFESOR MAXIMO TRUEBA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.maximotrueba.boadilla/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041378_IES PROFESOR MAXIMO TRUEBA_url_web_Certificado.json,www.educa.madrid.org/ies.maximotrueba.boadilla,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041381_IES DE LA CABRERA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.lacabrera/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041381_IES DE LA CABRERA_url_web_Certificado.json,www.educa.madrid.org/ies.lacabrera,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041391_IES ANTONIO GAUDI_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.antoniogaudi.coslada/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041391_IES ANTONIO GAUDI_url_web_Certificado.json,www.educa.madrid.org/ies.antoniogaudi.coslada,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041408_IES JOSÉ LUIS LÓPEZ ARANGUREN_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.lopezaranguren.fuenlabrada/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041408_IES JOSÉ LUIS LÓPEZ ARANGUREN_url_web_Certificado.json,www.educa.madrid.org/ies.lopezaranguren.fuenlabrada,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041411_IES ALTAIR_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.altair.getafe/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041411_IES ALTAIR_url_web_Certificado.json,www.educa.madrid.org/ies.altair.getafe,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041433_IES JUANA DE CASTILLA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.juanadecastilla.madrid/,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250516_28041433_IES JUANA DE CASTILLA_url_web_Certificado.json,www.educa2.madrid.org/web/centro.ies.juanadecastilla.madrid,203,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
