fichero,url,dias_restantes,emisor,algoritmo_firma,algoritmo_clave,longitud_clave,calidad,calificacion
20250220_28030903_IES MATEO ALEMAN_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.mateoaleman.alcala/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030903_IES MATEO ALEMAN_url_web_Certificado.json,www.educa.madrid.org/ies.mateoaleman.alcala,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030915_IES GALILEO GALILEI_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.galileogalilei.alcorcon/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030915_IES GALILEO GALILEI_url_web_Certificado.json,www.educa.madrid.org/ies.galileogalilei.alcorcon,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030927_IES BLAS DE OTERO_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.blasdeotero.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030927_IES BLAS DE OTERO_url_web_Certificado.json,www.educa.madrid.org/ies.blasdeotero.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030939_IES SAN MATEO_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.sanmateo.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030939_IES SAN MATEO_url_web_Certificado.json,www.educa.madrid.org/ies.sanmateo.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030952_IES MARIANA PINEDA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.marianapineda.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030952_IES MARIANA PINEDA_url_web_Certificado.json,www.educa.madrid.org/ies.marianapineda.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030964_IES VALLECAS-MAGERIT_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.magerit.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030964_IES VALLECAS-MAGERIT_url_web_Certificado.json,www.vmagerit.com,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1002),,,,Deficiente,0
20250220_28030976_IES LAS MUSAS_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.lasmusas.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28030976_IES LAS MUSAS_url_web_Certificado.json,www.educa.madrid.org/ies.lasmusas.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28031002_IES LEONARDO DA VINCI_url_aula_Certificado.json,aulavirtual36.educa.madrid.org/ies.leonardodavinci.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28031002_IES LEONARDO DA VINCI_url_web_Certificado.json,www.educa.madrid.org/ies.leonardodavinci.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28031014_IES MORATALAZ_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.moratalaz.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28031014_IES MORATALAZ_url_web_Certificado.json,www.educa.madrid.org/ies.moratalaz.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.hosteleria.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_web_Certificado.json,www.educa.madrid.org/ies.hosteleria.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28032471_IES ARQUITECTO PERIDIS_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.arquitectoperid.leganes/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28032471_IES ARQUITECTO PERIDIS_url_web_Certificado.json,www.educa.madrid.org/ies.arquitectoperid.leganes,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28032481_IES CIUDAD DE JAEN_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.ciudaddejaen.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28032481_IES CIUDAD DE JAEN_url_web_Certificado.json,www.educa.madrid.org/ies.ciudaddejaen.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28032501_IES LEONARDO DA VINCI_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.leonardodavinci.majadahonda/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28032501_IES LEONARDO DA VINCI_url_web_Certificado.json,www.educa.madrid.org/ies.leonardodavinci.majadahonda,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28032559_IES ENRIQUE TIERNO GALVAN_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28032559_IES ENRIQUE TIERNO GALVAN_url_web_Certificado.json,www.educa.madrid.org/ies.tiernogalvan.parla,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28033539_IES ALAMEDA DE OSUNA_url_aula_Certificado.json,www.educa2.madrid.org/web/centro.ies.alamedadeosuna.madrid/aula-virtual,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28033539_IES ALAMEDA DE OSUNA_url_web_Certificado.json,www.educa.madrid.org/ies.alamedadeosuna.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28033552_IES MANUELA MALASAÑA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.malasana.mostoles/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28033552_IES MANUELA MALASAÑA_url_web_Certificado.json,www.educa.madrid.org/ies.malasana.mostoles,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.jovellanos.fuenlabrada/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_web_Certificado.json,www.educa.madrid.org/ies.jovellanos.fuenlabrada,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28034441_IES SAN ISIDORO DE SEVILLA_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.sanisidoro.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28034441_IES SAN ISIDORO DE SEVILLA_url_web_Certificado.json,www.educa.madrid.org/ies.sanisidoro.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28034507_IES JORGE GUILLEN_url_web_Certificado.json,www.educa.madrid.org/ies.jorgeguillen.alcorcon,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28035305_IES ALONSO QUIJANO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.alonsoquijano.alcala/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28035305_IES ALONSO QUIJANO_url_web_Certificado.json,www.educa.madrid.org/ies.alonsoquijano.alcala,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28035317_IES JOSE LUIS SAMPEDRO_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.sampedro.trescantos/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28035317_IES JOSE LUIS SAMPEDRO_url_web_Certificado.json,www.educa.madrid.org/ies.sampedro.trescantos,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28035329_IES MANUEL AZAÑA_url_web_Certificado.json,www.educa.madrid.org/ies.manuelazana.getafe,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28035330_IES JUAN DE VILLANUEVA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.juandevillanuev.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28035330_IES JUAN DE VILLANUEVA_url_web_Certificado.json,www.educa.madrid.org/ies.juandevillanuev.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28035342_IES LA DEHESILLA_url_aula_Certificado.json,aulavirtual35.educa.madrid.org/ies.ladehesilla.cercedilla/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28035342_IES LA DEHESILLA_url_web_Certificado.json,www.educa.madrid.org/ies.ladehesilla.cercedilla,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28036978_IES LA ARBOLEDA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.laarboleda.alcorcon/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28036978_IES LA ARBOLEDA_url_web_Certificado.json,www.educa.madrid.org/ies.laarboleda.alcorcon,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28036981_IES LA POVEDA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.lapoveda.arganda/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28036981_IES LA POVEDA_url_web_Certificado.json,www.educa.madrid.org/ies.lapoveda.arganda,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28036991_IES ANGEL CORELLA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.angelcorella.colmenarviejo/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28036991_IES ANGEL CORELLA_url_web_Certificado.json,www.educa.madrid.org/ies.angelcorella.colmenarviejo,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037004_IES ENRIQUE TIERNO GALVAN_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037004_IES ENRIQUE TIERNO GALVAN_url_web_Certificado.json,www.educa.madrid.org/ies.tiernogalvan.leganes,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037016_IES CIUDAD DE LOS ÁNGELES_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.ciudaddelosangeles.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037016_IES CIUDAD DE LOS ÁNGELES_url_web_Certificado.json,www.educa.madrid.org/ies.ciudaddelosangeles.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037028_IES ROSA CHACEL_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.rosachacel.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037028_IES ROSA CHACEL_url_web_Certificado.json,www.educa.madrid.org/ies.rosachacel.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.antoniodomingue.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_web_Certificado.json,www.educa.madrid.org/ies.antoniodomingue.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037041_IES JOAQUÍN RODRIGO_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.joaquinrodrigo.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037041_IES JOAQUÍN RODRIGO_url_web_Certificado.json,www.educa.madrid.org/ies.joaquinrodrigo.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037053_IES PRADOLONGO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.pradolongo.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037053_IES PRADOLONGO_url_web_Certificado.json,www.educa.madrid.org/ies.pradolongo.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037065_IES REY FERNANDO VI_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.reyfernando.sanfernando/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037065_IES REY FERNANDO VI_url_web_Certificado.json,www.educa.madrid.org/ies.reyfernando.sanfernando,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037077_IES VICTORIA KENT_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.victoriakent.torrejondeardoz/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037077_IES VICTORIA KENT_url_web_Certificado.json,www.educa.madrid.org/ies.victoriakent.torrejondeardoz,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037089_IES DIEGO VELAZQUEZ_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.velazquez.torrelodones/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28037089_IES DIEGO VELAZQUEZ_url_web_Certificado.json,www.educa2.madrid.org/web/diego-velazquez,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038070_IES VIRGEN DE LA PAZ_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.lapaz.alcobendas/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038070_IES VIRGEN DE LA PAZ_url_web_Certificado.json,www.educa.madrid.org/ies.lapaz.alcobendas,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038100_IES LUIS BUÑUEL_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.luisbunuel.alcorcon/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038100_IES LUIS BUÑUEL_url_web_Certificado.json,www.educa.madrid.org/ies.luisbunuel.alcorcon,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038151_IES RAFAEL ALBERTI_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.alberti.coslada/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038151_IES RAFAEL ALBERTI_url_web_Certificado.json,www.educa.madrid.org/ies.alberti.coslada,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038215_IES CARPE DIEM_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.carpediem.fuenlabrada/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038215_IES CARPE DIEM_url_web_Certificado.json,www.educa.madrid.org/ies.carpediem.getafe,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038227_IES CLARA CAMPOAMOR_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.claracampoamor.mostoles/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038227_IES CLARA CAMPOAMOR_url_web_Certificado.json,www.educa.madrid.org/ies.claracampoamor.getafe,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038291_IES SALVADOR DALI_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.salvadordali.leganes/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038291_IES SALVADOR DALI_url_web_Certificado.json,www.educa.madrid.org/ies.salvadordali.leganes,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038306_IES SIGLO XXI_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.sigloveintiuno.leganes/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038306_IES SIGLO XXI_url_web_Certificado.json,www.educa.madrid.org/ies.sigloveintiuno.leganes,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038355_IES MIRASIERRA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.mirasierra.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038355_IES MIRASIERRA_url_web_Certificado.json,www.educa.madrid.org/ies.mirasierra.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038367_IES FRANCISCO TOMAS Y VALIENTE_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.tomasyvaliente.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038367_IES FRANCISCO TOMAS Y VALIENTE_url_web_Certificado.json,www.educa.madrid.org/ies.tomasyvaliente.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038379_IES ISLAS FILIPINAS_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.islasfilipinas.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038379_IES ISLAS FILIPINAS_url_web_Certificado.json,www.educa.madrid.org/ies.islasfilipinas.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038422_IES LUIS BUÑUEL_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.luisbunuel.mostoles/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038422_IES LUIS BUÑUEL_url_web_Certificado.json,www.educa.madrid.org/ies.luisbunuel.mostoles,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038446_IES NARCIS MONTURIOL_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.narcismonturiol.parla/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038446_IES NARCIS MONTURIOL_url_web_Certificado.json,www.educa.madrid.org/ies.narcismonturiol.parla,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038616_IES JAIME FERRAN CLUA_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.jaimeferran.sanfernando/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038616_IES JAIME FERRAN CLUA_url_web_Certificado.json,www.educa.madrid.org/ies.jaimeferran.sanfernando,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038801_IES MARIA DE MOLINA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.mariademolina.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038801_IES MARIA DE MOLINA_url_web_Certificado.json,www.educa.madrid.org/ies.mariademolina.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038811_IES ANTONIO MACHADO_url_web_Certificado.json,www.educa.madrid.org/ies.machado.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038823_IES ISAAC NEWTON_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.newton.madrid/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038823_IES ISAAC NEWTON_url_web_Certificado.json,www.educa.madrid.org/ies.newton.madrid,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038835_IES ISIDRA DE GUZMÁN_url_web_Certificado.json,www.educa.madrid.org/ies.isidradeguzman.alcala,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038847_IES SEVERO OCHOA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.severoochoa.alcobendas/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038847_IES SEVERO OCHOA_url_web_Certificado.json,www.educa.madrid.org/ies.severoochoa.alcobendas,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038859_IES PARQUE DE LISBOA_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.parquelisboa.alcorcon/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038859_IES PARQUE DE LISBOA_url_web_Certificado.json,www.educa.madrid.org/ies.parquelisboa.alcorcon,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038860_IES LA SERNA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.laserna.fuenlabrada/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038860_IES LA SERNA_url_web_Certificado.json,www.educa.madrid.org/ies.laserna.fuenlabrada,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250220_28038872_IES LA FORTUNA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.lafortuna.leganes/,289,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
