fichero,url,performance,best-practices,seo,calificacion
20250330_28028465_IES SAN JUAN BAUTISTA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sanjuanbautista.madrid,0.54,0.62,0.85,6.57
20250330_28028477_IES JAIME VERA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.jaimevera.madrid/,0.54,0.96,0.66,7.8
20250330_28028477_IES JAIME VERA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.jaimevera.madrid,0.0,0.0,0.0,0.0
20250330_28028568_IES MANUEL DE FALLA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.manueldefalla.mostoles/,0.62,0.96,0.66,8.0
20250330_28028568_IES MANUEL DE FALLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.manueldefalla.mostoles,0.55,0.62,0.77,6.4
20250330_28028571_IES LAS ROZAS I_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.uno.lasrozas/,0.59,0.96,0.58,7.72
20250330_28028571_IES LAS ROZAS I_url_web_LightHouse.json,http://www.educa.madrid.org/ies.uno.lasrozas,0.19,0.79,0.92,6.72
20250330_28028611_IES GONZALO TORRENTE BALLESTER_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.torrenteballest.sansebastian/,0.56,0.79,0.66,7.0
20250330_28028611_IES GONZALO TORRENTE BALLESTER_url_web_LightHouse.json,http://www.educa.madrid.org/ies.torrenteballest.sansebastian,0.28,0.41,0.77,4.68
20250330_28028672_IES RAMIRO DE MAEZTU_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.ramirodemaeztu.madrid/,0.63,0.96,0.66,8.03
20250330_28028672_IES RAMIRO DE MAEZTU_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ramirodemaeztu.madrid,0.49,0.62,0.85,6.45
20250330_28028684_IES JUAN DE HERRERA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.juandeherrera.sanlorenzo/,0.6,0.96,0.66,7.95
20250330_28028684_IES JUAN DE HERRERA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.juandeherrera.sanlorenzo,0.89,0.76,0.66,7.68
20250330_28029251_IES SILVERIO LANZA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.silveriolanza.getafe,0.94,0.76,0.66,7.8
20250330_28030137_IES FORTUNY_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.fortuny.madrid/,0.56,0.96,0.66,7.85
20250330_28030137_IES FORTUNY_url_web_LightHouse.json,http://www.educa.madrid.org/ies.fortuny.madrid,0.0,0.0,0.0,0.0
20250330_28030149_IES CIUDAD DE LOS POETAS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.ciudaddelospoetas.madrid/,0.4,0.96,0.66,7.45
20250330_28030149_IES CIUDAD DE LOS POETAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ciudaddelospoetas.madrid,0.48,0.66,0.92,6.8
20250330_28030150_IES RAMON Y CAJAL_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.ramonycajal.madrid/,0.54,0.96,0.66,7.8
20250330_28030150_IES RAMON Y CAJAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ramonycajal.madrid,0.52,0.62,0.85,6.52
20250330_28030162_IES MIGUEL DELIBES_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.delibes.madrid/,0.6,0.96,0.66,7.95
20250330_28030162_IES MIGUEL DELIBES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.delibes.madrid,0.53,0.79,0.83,7.35
20250330_28030174_IES CELESTINO MUTIS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.celestinomutis.madrid/,0.52,0.96,0.66,7.75
20250330_28030174_IES CELESTINO MUTIS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.celestinomutis.madrid,0.55,0.76,0.92,7.48
20250330_28030186_IES DAMASO ALONSO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.damasoalonso.madrid/,0.57,0.96,0.66,7.88
20250330_28030186_IES DAMASO ALONSO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.damasoalonso.madrid,0.62,0.83,1,8.2
20250330_28030216_IES HUMANEJOS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.humanejos.parla/,0.45,0.96,0.58,7.38
20250330_28030216_IES HUMANEJOS_url_web_LightHouse.json,https://www.ieshumanejos.com,0.58,0.93,0.83,8.18
20250330_28030228_IES LEON FELIPE_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.leonfelipe.torrejondeardoz/,0.64,0.96,0.58,7.85
20250330_28030228_IES LEON FELIPE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.leonfelipe.torrejondeardoz,0.53,0.66,0.92,6.92
20250330_28030241_IES PRADO DE SANTO DOMINGO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.pradodesantodomingo.alcorcon/,0.53,0.96,0.66,7.78
20250330_28030241_IES PRADO DE SANTO DOMINGO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.pradodesantodomingo.alcorcon,0.37,0.76,1,7.23
20250330_28030575_IES ARTURO SORIA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.arturosoria.madrid/,0.57,0.96,0.66,7.88
20250330_28030575_IES ARTURO SORIA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.arturosoria.madrid,0.29,0.62,0.77,5.75
20250330_28030903_IES MATEO ALEMAN_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.mateoaleman.alcala/,0.57,0.93,0.66,7.73
20250330_28030903_IES MATEO ALEMAN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.mateoaleman.alcala,0.49,0.66,0.92,6.83
20250330_28030915_IES GALILEO GALILEI_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.galileogalilei.alcorcon/,0.56,0.96,0.58,7.65
20250330_28030915_IES GALILEO GALILEI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.galileogalilei.alcorcon,0.54,0.59,0.92,6.6
20250330_28030927_IES BLAS DE OTERO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.blasdeotero.madrid/,0.63,0.96,0.66,8.03
20250330_28030927_IES BLAS DE OTERO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.blasdeotero.madrid,0.5,0.55,1,6.5
20250330_28030939_IES SAN MATEO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.sanmateo.madrid/,0.56,0.96,0.66,7.85
20250330_28030939_IES SAN MATEO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sanmateo.madrid,0.27,0.59,0.77,5.55
20250330_28030952_IES MARIANA PINEDA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.marianapineda.madrid/,0.63,0.96,0.66,8.03
20250330_28030952_IES MARIANA PINEDA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.marianapineda.madrid,0.43,0.79,1,7.53
20250330_28030964_IES VALLECAS-MAGERIT_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.magerit.madrid/,0.6,0.96,0.58,7.75
20250330_28030964_IES VALLECAS-MAGERIT_url_web_LightHouse.json,https://www.vmagerit.com,0.59,0.96,1,8.77
20250330_28030976_IES LAS MUSAS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.lasmusas.madrid/,0.51,0.96,0.66,7.72
20250330_28030976_IES LAS MUSAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lasmusas.madrid,0.93,0.76,0.66,7.78
20250330_28031002_IES LEONARDO DA VINCI_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.leonardodavinci.madrid/,0.6,0.96,0.66,7.95
20250330_28031002_IES LEONARDO DA VINCI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.leonardodavinci.madrid,0.3,0.79,0.92,7.0
20250330_28031014_IES MORATALAZ_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.moratalaz.madrid/,0.59,0.96,0.66,7.92
20250330_28031014_IES MORATALAZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.moratalaz.madrid,0.48,0.62,1,6.8
20250330_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.hosteleria.madrid/,0.63,0.96,0.66,8.03
20250330_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.hosteleria.madrid,0.92,0.76,0.66,7.75
20250330_28032471_IES ARQUITECTO PERIDIS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.arquitectoperid.leganes/,0.58,0.96,0.66,7.9
20250330_28032471_IES ARQUITECTO PERIDIS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.arquitectoperid.leganes,0.5,0.59,0.92,6.5
20250330_28032481_IES CIUDAD DE JAEN_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.ciudaddejaen.madrid/,0.61,0.96,0.66,7.97
20250330_28032481_IES CIUDAD DE JAEN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ciudaddejaen.madrid,0.5,0.59,0.92,6.5
20250330_28032501_IES LEONARDO DA VINCI_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.leonardodavinci.majadahonda/,0.62,0.96,0.58,7.8
20250330_28032501_IES LEONARDO DA VINCI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.leonardodavinci.majadahonda,0.56,0.79,0.75,7.23
20250330_28032559_IES ENRIQUE TIERNO GALVAN_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,0.62,0.96,0.66,8.0
20250330_28032559_IES ENRIQUE TIERNO GALVAN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.tiernogalvan.parla,0.3,0.79,1,7.2
20250330_28033539_IES ALAMEDA DE OSUNA_url_aula_LightHouse.json,https://www.educa2.madrid.org/web/centro.ies.alamedadeosuna.madrid/aula-virtual,0.56,0.79,0.92,7.65
20250330_28033539_IES ALAMEDA DE OSUNA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.alamedadeosuna.madrid,0.55,0.59,0.85,6.45
20250330_28033552_IES MANUELA MALASAÑA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.malasana.mostoles/,0.61,0.96,0.66,7.97
20250330_28033552_IES MANUELA MALASAÑA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.malasana.mostoles,0.57,0.79,0.92,7.67
20250330_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.jovellanos.fuenlabrada/,0.64,0.96,0.66,8.05
20250330_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.jovellanos.fuenlabrada,0.55,0.79,1,7.82
20250330_28034441_IES SAN ISIDORO DE SEVILLA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.sanisidoro.madrid/,0.6,0.96,0.66,7.95
20250330_28034441_IES SAN ISIDORO DE SEVILLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sanisidoro.madrid,0.53,0.62,0.85,6.55
20250330_28034507_IES JORGE GUILLEN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.jorgeguillen.alcorcon,0.92,0.76,0.66,7.75
20250330_28035305_IES ALONSO QUIJANO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.alonsoquijano.alcala/,0.57,0.96,0.66,7.88
20250330_28035305_IES ALONSO QUIJANO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.alonsoquijano.alcala,0.51,0.76,0.92,7.38
20250330_28035317_IES JOSE LUIS SAMPEDRO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.sampedro.trescantos/,0.54,0.93,0.66,7.65
20250330_28035317_IES JOSE LUIS SAMPEDRO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sampedro.trescantos,0.54,0.66,0.77,6.57
20250330_28035329_IES MANUEL AZAÑA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.manuelazana.getafe,0.92,0.76,0.66,7.75
20250330_28035330_IES JUAN DE VILLANUEVA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.juandevillanuev.madrid/,0.6,0.96,0.66,7.95
20250330_28035330_IES JUAN DE VILLANUEVA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.juandevillanuev.madrid,0.56,0.66,0.92,7.0
20250330_28035342_IES LA DEHESILLA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.ladehesilla.cercedilla/,0.58,0.96,0.66,7.9
20250330_28035342_IES LA DEHESILLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ladehesilla.cercedilla,0.46,0.62,0.85,6.38
20250330_28036978_IES LA ARBOLEDA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.laarboleda.alcorcon/,0.61,0.96,0.58,7.77
20250330_28036978_IES LA ARBOLEDA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.laarboleda.alcorcon,0.56,0.79,0.92,7.65
20250330_28036981_IES LA POVEDA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.lapoveda.arganda/,0.6,0.93,0.5,7.4
20250330_28036981_IES LA POVEDA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lapoveda.arganda,0.5,0.76,0.83,7.12
20250330_28036991_IES ANGEL CORELLA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.angelcorella.colmenarviejo/,0.55,0.96,0.58,7.62
20250330_28036991_IES ANGEL CORELLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.angelcorella.colmenarviejo,0.45,0.79,0.92,7.38
20250330_28037004_IES ENRIQUE TIERNO GALVAN_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,0.64,0.96,0.66,8.05
20250330_28037004_IES ENRIQUE TIERNO GALVAN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.tiernogalvan.leganes,0.56,0.79,1,7.85
20250330_28037016_IES CIUDAD DE LOS ÁNGELES_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.ciudaddelosangeles.madrid/,0.49,0.96,0.66,7.68
20250330_28037016_IES CIUDAD DE LOS ÁNGELES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ciudaddelosangeles.madrid,0.38,0.59,0.92,6.2
20250330_28037028_IES ROSA CHACEL_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.rosachacel.madrid/,0.61,0.96,0.66,7.97
20250330_28037028_IES ROSA CHACEL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.rosachacel.madrid,0.56,0.79,0.91,7.63
20250330_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.antoniodomingue.madrid/,0.61,0.96,0.66,7.97
20250330_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.antoniodomingue.madrid,0.78,0.79,0.91,8.18
20250330_28037041_IES JOAQUÍN RODRIGO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.joaquinrodrigo.madrid/,0.55,0.96,0.66,7.82
20250330_28037041_IES JOAQUÍN RODRIGO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.joaquinrodrigo.madrid,0.55,0.76,0.92,7.48
20250330_28037053_IES PRADOLONGO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.pradolongo.madrid/,0.57,0.96,0.5,7.47
20250330_28037053_IES PRADOLONGO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.pradolongo.madrid,0.43,0.66,0.77,6.3
20250330_28037065_IES REY FERNANDO VI_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.reyfernando.sanfernando/,0.56,0.96,0.66,7.85
20250330_28037065_IES REY FERNANDO VI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.reyfernando.sanfernando,0.56,0.66,1,7.2
20250330_28037077_IES VICTORIA KENT_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.victoriakent.torrejondeardoz/,0.6,0.96,0.58,7.75
20250330_28037077_IES VICTORIA KENT_url_web_LightHouse.json,http://www.educa.madrid.org/ies.victoriakent.torrejondeardoz,0.55,0.62,0.92,6.78
20250330_28037089_IES DIEGO VELAZQUEZ_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.velazquez.torrelodones/,0.61,0.89,0.66,7.63
20250330_28037089_IES DIEGO VELAZQUEZ_url_web_LightHouse.json,https://www.educa2.madrid.org/web/diego-velazquez,0.0,0.0,0.0,0.0
20250330_28038070_IES VIRGEN DE LA PAZ_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.lapaz.alcobendas/,0.62,0.96,0.66,8.0
20250330_28038070_IES VIRGEN DE LA PAZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lapaz.alcobendas,0.55,0.66,0.77,6.6
20250330_28038100_IES LUIS BUÑUEL_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.luisbunuel.alcorcon/,0.62,0.96,0.66,8.0
20250330_28038100_IES LUIS BUÑUEL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.luisbunuel.alcorcon,0.28,0.76,0.92,6.8
20250330_28038151_IES RAFAEL ALBERTI_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.alberti.coslada/,0.58,0.96,0.66,7.9
20250330_28038151_IES RAFAEL ALBERTI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.alberti.coslada,0.5,0.66,0.85,6.67
20250330_28038215_IES CARPE DIEM_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.carpediem.fuenlabrada/,0.49,0.96,0.66,7.68
20250330_28038215_IES CARPE DIEM_url_web_LightHouse.json,http://www.educa.madrid.org/ies.carpediem.getafe,0.0,0.76,0.63,5.38
20250330_28038227_IES CLARA CAMPOAMOR_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.claracampoamor.mostoles/,0.55,0.96,0.66,7.82
20250330_28038227_IES CLARA CAMPOAMOR_url_web_LightHouse.json,http://www.educa.madrid.org/ies.claracampoamor.getafe,0.0,0.76,0.63,5.38
20250330_28038291_IES SALVADOR DALI_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.salvadordali.leganes/,0.62,0.93,0.66,7.85
20250330_28038291_IES SALVADOR DALI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.salvadordali.leganes,0.92,0.76,0.66,7.75
20250330_28038306_IES SIGLO XXI_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.sigloveintiuno.leganes/,0.47,0.96,0.58,7.42
20250330_28038306_IES SIGLO XXI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sigloveintiuno.leganes,0.57,0.79,0.92,7.67
20250330_28038355_IES MIRASIERRA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.mirasierra.madrid/,0.51,0.96,0.66,7.72
20250330_28038355_IES MIRASIERRA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.mirasierra.madrid,0.57,0.79,0.92,7.67
20250330_28038367_IES FRANCISCO TOMAS Y VALIENTE_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.tomasyvaliente.madrid/,0.57,0.96,0.66,7.88
20250330_28038367_IES FRANCISCO TOMAS Y VALIENTE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.tomasyvaliente.madrid,0.93,0.76,0.66,7.78
20250330_28038379_IES ISLAS FILIPINAS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.islasfilipinas.madrid/,0.56,0.96,0.66,7.85
20250330_28038379_IES ISLAS FILIPINAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.islasfilipinas.madrid,0.55,0.66,0.92,6.97
20250330_28038422_IES LUIS BUÑUEL_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.luisbunuel.mostoles/,0.61,0.96,0.66,7.97
20250330_28038422_IES LUIS BUÑUEL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.luisbunuel.mostoles,0.92,0.76,0.66,7.75
20250330_28038446_IES NARCIS MONTURIOL_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.narcismonturiol.parla/,0.62,0.96,0.66,8.0
20250330_28038446_IES NARCIS MONTURIOL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.narcismonturiol.parla,0.53,0.66,0.92,6.92
20250330_28038616_IES JAIME FERRAN CLUA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.jaimeferran.sanfernando/,0.52,0.96,0.58,7.55
20250330_28038616_IES JAIME FERRAN CLUA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.jaimeferran.sanfernando,0.55,0.62,0.92,6.78
20250330_28038801_IES MARIA DE MOLINA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.mariademolina.madrid/,0.37,0.93,0.66,7.23
20250330_28038801_IES MARIA DE MOLINA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.mariademolina.madrid,0.46,0.66,0.92,6.75
20250330_28038811_IES ANTONIO MACHADO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.machado.madrid,0.0,0.76,0.63,5.38
20250330_28038823_IES ISAAC NEWTON_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.newton.madrid/,0.46,0.96,0.58,7.4
20250330_28038823_IES ISAAC NEWTON_url_web_LightHouse.json,http://www.educa.madrid.org/ies.newton.madrid,0.47,0.52,0.83,5.85
20250330_28038835_IES ISIDRA DE GUZMÁN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.isidradeguzman.alcala,0.5,0.66,1,7.05
20250330_28038847_IES SEVERO OCHOA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.severoochoa.alcobendas/,0.62,0.96,0.66,8.0
20250330_28038847_IES SEVERO OCHOA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.severoochoa.alcobendas,0.51,0.45,1,6.03
20250330_28038859_IES PARQUE DE LISBOA_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.parquelisboa.alcorcon/,0.57,0.96,0.66,7.88
20250330_28038859_IES PARQUE DE LISBOA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.parquelisboa.alcorcon,0.4,0.41,0.92,5.35
20250330_28038860_IES LA SERNA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.laserna.fuenlabrada/,0.62,0.96,0.66,8.0
20250330_28038860_IES LA SERNA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.laserna.fuenlabrada,0.56,0.66,0.92,7.0
20250330_28038872_IES LA FORTUNA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.lafortuna.leganes/,0.47,0.96,0.66,7.62
20250330_28038872_IES LA FORTUNA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lafortuna.leganes,0.53,0.66,0.85,6.75
20250330_28038884_IES CLARA CAMPOAMOR_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.claracampoamor.mostoles/,0.6,0.96,0.66,7.95
20250330_28038884_IES CLARA CAMPOAMOR_url_web_LightHouse.json,http://www.educa.madrid.org/ies.claracampoamor.mostoles,0.47,0.55,0.85,6.05
20250330_28038896_IES VELAZQUEZ_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.velazquez.mostoles/,0.51,0.96,0.66,7.72
20250330_28038896_IES VELAZQUEZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.velazquez.mostoles,0.55,0.66,0.92,6.97
20250330_28038902_IES MANUEL ELKIN PATARROYO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.manuelelkinpatarroyo.parla/,0.57,0.96,0.66,7.88
20250330_28038902_IES MANUEL ELKIN PATARROYO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.manuelelkinpatarroyo.parla,0.49,0.66,0.85,6.65
